username,post_text,posted_date,retweets,favorites
UB60357611,"@News_mn @BolorBataa Данх женко хоёр нийлж жагсаал хийхээр шийдээ юу, Хүрэлсүх женкогийн дэргэд хонгилгүй Ерөнхийлөгч шиг Ерөнхийлөгч. Ер нь тэр яриад бгаа МАНАН, хонгилыг жинхэнэ бодитоор бгуулж ажилласан хүмүүс бол данх-женко-хэрээ",2026-03-12 09:09:29+00:00,0,0
otgonbat_sh,Баярцогт Данх хоёр нэг ижил сандал дээр суусан. Данх хөөрхий сандлыг жайжийж хотойтол нь сууж. https://t.co/IdKj1xlWjp,2026-03-12 08:53:08+00:00,0,0
heruren,"Данх гэж орилоод, Баярцогт эд нарыг долоогоод байдаг твиттерийн гөлөгнүүд таг болжээ. Үнэнд гүйцэгдэж байна даа.",2026-03-12 08:52:31+00:00,0,0
DorjgotovUlzii,@Ariunq Хаха нүүрсний сонсголоор бүтэн өдөр ярьсан даа данх унаад ч их ярьсан одоо сүүлчийн цайз хотод гар хөлүүд нь үлдчихсэн нээрээ гүйцэтгэх захирал оргодол амундра нь данхын ахын найз пи арчин зөвлөх нь байсан бас л ард түмнээ басамжилж чадаж бгаа юм шүү,2026-03-12 08:41:46+00:00,0,0
mangas7070,Женко + үнэрцэцэг + данх +Амарбаясгалан шүү дээ.,2026-03-12 08:28:00+00:00,0,0
enkhbatd,@Uyanga_ts Намын гишүүн ЭБ аасаа Данх ихэд жийрхэж дотор нь муухайрч байгаа бололтой!,2026-03-12 08:22:43+00:00,0,0
Batbold10K,Монгол Улсын 22 дахь #Данх аймгийнхан юм даа гэж бодож сууна 🤣 https://t.co/jDpgqsphI7,2026-03-11 13:40:21+00:00,0,0
tagtaa_io,Данх юу гэж чаажын 😂,2026-03-11 13:39:36+00:00,0,0
batu_naa,Би ер нь юу ярьчваа. За хүлээж бай гэшшш 🤣🤣🤣 #данх,2026-03-11 13:30:04+00:00,0,0
edugeX,Данх маань ярьж бна. 20³⁰-23³⁵ хүртэл гарах юм бна. NTV,2026-03-11 13:22:01+00:00,0,0
soronzon61,Энэ яг л хоосон данх юм байна.,2026-03-11 13:19:33+00:00,0,0
greyman1129,"Та нар наад данх домбоо дуугайхан суугаад үзвэл үзээчдээ, энүүгээр чирч ирээд худлаа үнэн шалчиннаад бхын…",2026-03-11 13:16:23+00:00,0,0
sartovogt,@Gombosuren_taij данх идцэн юм байлгүй,2026-03-12 10:28:26+00:00,0,0
unurildino,Нөгөө данх чинь бөөн уур хуурай нойтон агсам тавьж байгаад гараад явсан шдээ https://t.co/IEIsBux41a,2026-03-12 10:26:57+00:00,0,0
tugsuua,Өнгөрсөн 10 жил Ардчилалыг нухчин дарж хэмжээгүй эрхт хаан болох хүсэлтэй бсан данх  өнөөдөр өөр дээр нь асуудал ирэхэд Ардчилалыг нэхэж нтр энийгээ нэг мөсөн нугаслахаа эрх биш мэдэж бгаа блгүй https://t.co/aV6T7BCv5u,2026-03-12 10:24:54+00:00,0,0
ONamjim90663,@enkh0707 Боловсролтой Данх-ЛДАА сандалын 3-ны 1-Т суудаг Т-1,2026-03-12 10:21:21+00:00,0,0
123mglo,@Sugar_ntv Сумт данх 2 нэг талдаа бга л юм бн тэ?,2026-03-12 09:50:36+00:00,0,0
unsteadywind19,Данх дахиад хувьсгал хийнэ л гэнэ 🤔,2026-03-12 09:30:54+00:00,0,0
Saijirax,@EnlighMon21 УИХ зөвшөөрөхгүйол авчирч болохгүй ухааны юм гуцаал байсан данх,2026-03-12 09:25:56+00:00,0,0
intelligentjrgl,"😂😂😂👌 ингээд баригдлаа даа, аргагүй л хоосон данх юм https://t.co/oFj1LsDli2",2026-03-12 09:14:52+00:00,0,0
badamjarga68145,"@Chimee_D Данх бас юундаа гомдохов дээ Өөрөө ч , Хүүк ахынхаа заавраар Миеэ Энколдоо хутгалаад л ЕС болсон бж Одоо юундаа матрын нулимс унагаад гоншигоноод бдаг юм 😏",2026-03-12 11:44:05+00:00,1,0
Unshigch1__,"Данх, Нямбактерийн дагуулууд гэж ямар учир нь олдогддгүй хачин юмнууд бдаг юм бэ? Ёс зүй эд нарт бхаа больсон юм уу? Шөнө зодоон хийнэ өдөр хор хутгаж явна @Sainzorig_P оо иргэд ядаж 1 татварыг ч гэсэн болиулая гэж бгаашдээ https://t.co/rSp8z6jEJx",2026-03-12 11:35:27+00:00,0,0
ZorigMergen,"@Erdmynn @Batbold10K Сайнханбилэг юу ч идэж уугаагүй, данх шиг цөлмөж тоноогүй",2026-03-12 11:25:29+00:00,0,0
Lerd53416065,Данх дахиад талбай дээр гарна гэсэн юмуу даа!,2026-03-12 11:15:17+00:00,0,0
GarvaaB,"@enkh0707 Угаасаа л наадах нь огт боловсроогүй, хоосон данх, сумын галч",2026-03-12 10:44:48+00:00,0,0
MAmarsanaa,Данх өчигдөрийн ярилцлагаараа тархины потенциалын хувьд хэнч биш гдгээ нотолчихсон. тэгэхээр МАНгарууд нь ахиад итгэл үзүүлэхгүй л бхдаа. Ийм МБ хүнийг тахин шүтсэн үнэхээр МАНгарууд юмдаа... 🤣🤣🤣 https://t.co/1PUkzvNQ87,2026-03-12 10:40:46+00:00,0,0
Boloi24,@ankhaa404 @AmaraaDshzvg @OyunerdeneMN Яаая дэмжээд дэмжээд явахгүйндээ танай данх,2026-03-12 10:35:50+00:00,0,0
o_purevdorj123,@mart44451 Аадаг данх шүү дээ,2026-03-11 13:11:57+00:00,0,0
Erka55895589,"Аливаа онигоо амьдралаас гардаг ч ямарч асуулт тавьсан ганцхан бөөс мэддэг ёгтлол бдаг даа. ""Бөөсний тухай үлгэр""-ийн жинхэнэ ориг автор бөгөөд зохиогчийн эрх эзэмшигч нь Данх байсныг баталгаатай мэдэж авлаа. ккк",2026-03-11 13:10:07+00:00,0,0
maruujinchin,Данх гичий дандаа гэдэг үгийг ямар их хэлдэг юм бэ?. Үргэлж гэж үг бий. Би ийм хачин халтар хэлтэй лалрыг ажилд ч авахгүй.,2026-03-11 13:09:37+00:00,0,0
zaluu88,Данх: Өргөн өмдтэй явж бга нь ёс зүйд нийцэхгүй бна гээд татвал яаахын гэнэ!! Хаха Ёс зүйг хэн шүүхийн гэнэ!!? Янзын шидэл шүүү нээрээ!,2026-03-11 13:08:08+00:00,0,0
Dima3k6,Хоосон Данх юу ч ярьж чаддагүй ээ гэж,2026-03-11 13:02:40+00:00,0,0
Batbold10K,"Лхагвын тойм нэвтрүүлэг.

Хөтлөгч Лхагва: Одоо гол юмаа ер нь яахгүй юм уу? Тойроод л зугтаад л байх юм уу? Амарбаясгалан даргыг хөөсөн шийдвэр Ерөнхийлөгч юм уу, эсвэл тэр хажуудах хүмүүс юм уу?
Зочин Данх:  Ерөнхийлөгч яаг хажууд нь байж байсан үгүйг хараагүй болохоор мэдэхгүй https://t.co/k7ZzB8x3DD",2026-03-11 13:00:09+00:00,0,0
zorigt2002,Одоо данх зугтана Америк руу сайханбилэгийн хажуу дүүрэгт,2026-03-12 13:44:24+00:00,0,0
BatzayaD190054,@ulaach_1617 тэгж нэмээд ч инфляцаа гүйцэхгүй баларсан .данх хамгийн муу ЕС бсанда орос тролууд та нах данх долоох нь аргагүй ээ,2026-03-12 13:28:01+00:00,0,0
NanzaddorjDemb2,"@Uyanga_ts Данх ч дараагийн еөөк болно гээд итгэцсэн, зүүдэлж явсан нөхөр л дөө.",2026-03-12 13:11:23+00:00,1,0
badamjarga68145,"@ReelNewsmn Данх , Нямбаа нар дагзадсандаа болоод ,Миеэгийнхэнд нүглээ наминчилдаг юм бна аа 😡🤬🥶🥵",2026-03-12 13:08:40+00:00,0,0
DorjgotovUlzii,@ulaach_1617 нүүрс зэсийн түүхэн дээд амжилт тогтоосон мань данх үрж идээд дуусгасан даа Ирак улс 4 жилд шал өөр улс болсон ш дээ түүхэн боломж олон удаа тохиохгүй л дээ түүхий эдээс хараат улсад бусад эз-ийн салбараа солонгоруулах эз-ийн суурь бүтэц ээ бий болгох гм маш их боломж алдсан мал,2026-03-12 12:43:09+00:00,0,0
babaya_live,"Угаасаа МАН-ын малнууд бүгдээрээ л Данх, домбо, гүц, аяга, шанага шдээ. Бултаараа л буруу замын халаасны хулгайчууд. Энэ нь сайн, муу гэх юм байхгүй үнэтэй гутал шаацан мөртлөө амаа, алаа угаах соёлгүй, Америк дипломтой ч англи хэл мэддэггүй ямаанууд шд.  😂😂😂💩💩💩 https://t.co/BMta0F1d4z",2026-03-12 12:23:23+00:00,1,0
babaya_live,"@Uyanga_ts @Chimee_D Угаасаа МАН-ын малнууд бүгдээрээ л Данх, домбо, гүц, аяга, шанага шдээ. Бултаараа л буруу замын халаасны хулгайчууд. Энэ нь сайн, муу гэх юм байхгүй үнэтэй гутал шаацан мөртлөө амаа, алаа угаах соёлгүй, Америк дипломтой ч англи хэл мэддэггүй ямаанууд шд.  😂😂😂💩💩💩",2026-03-12 12:19:12+00:00,1,0
nnnanaAk,@TsogtgerelB @Ariunq Данх чинь зүлгээд ч өнгө орохгүй ш дээ,2026-03-12 12:07:58+00:00,0,0
XapXaaH,@Baatarkhuu8 хаха энэ луйварчин данх худ шаахаас өөр шидгүй,2026-03-12 14:51:23+00:00,0,0
TuulTuults53367,"Бурхан хулгайч нараас юу ч авахгүй🙏
Үйлийн үр харин хаалга андуурахгүй үйлээ эдлэх нь гарцаагүй ДАНХ ДАМАР ЖОНХУУ ХЭРЭЭ ШҮҮРТ🤮 https://t.co/4oUIpNMqzY",2026-03-12 14:49:07+00:00,0,0
intelligentjrgl,"Бичлэг үзүүлэе гэсэн чинь ""хаана гарахын"" гэш 🤦‍♀️ 
Морь жил гарчлаа ч гэх шиг 🤦‍♀️ нэвтрүүлэг эхлээл данх гэдгээ баталлаа мулгуу данх! https://t.co/rEATHKwRCq",2026-03-12 14:39:11+00:00,0,0
altankhuyag10,"@BataaPurev @Munkh_jargal Буруу буруу буруу бүхэн бусдын буруу, Данх бол харин ариухан гэмгүй гялгар Данх гэнээ ичдэггүй сда шүү",2026-03-12 14:36:45+00:00,0,0
da_turbold,Данх чинь залилан ч хийж чадахааргүй тэнэг яриатай юм.,2026-03-12 14:34:48+00:00,0,0
Sartuulkhan,"Популизмыг түгээн дэлгэрүүлэгч Данх, Хүүк, Жонхуу мэтийн новшнуудаас болж монгол улс үнэхээр арчаагүй амьдарч байгааг ухаарах цаг ирж буй бизээ... https://t.co/fh529Y64zq",2026-03-12 14:32:33+00:00,0,0
Orc__s,"Хөөрхий хиамчидийн данхаа аврах ажиллагаа нь..чааваас
Данх,Хүүк хоёр жийлцээд эхэлсэн юм биздээ. https://t.co/vYXJDPCo71",2026-03-12 14:22:59+00:00,0,0
bayamongol,Тэвчээрт хязгаар бии жнь иран тэвчээриин утас тасарсан мөн данх бас тэгэхээр мөнхөд хэн нэгнииг аливаа улсын дарлана гэж үгүй үхэх сэхэхээ үзье гэж шииднэ даанч монголчууд үүрд боол байх дуртай болтой ⁉️⁉️⁉️⁉️,2026-03-12 14:00:50+00:00,1,0
p0_k2r,@ChinzillaMon бодонгоо үзээ данх уйлан дууграхыг нөхөөд үз Спорт бол спорт,2026-03-11 12:52:44+00:00,0,0
JaahanJaajaa,"Данх жаахан айдастай, стерэстэй харагдаж бн",2026-03-11 12:36:55+00:00,0,0
bayardaagii,Ковидын жилүүдэд хэдэн аймгийн төсвийг Хэнтийдээ тавьчихсан. Тус бүр нэг ТЗ нууцад оруулчихсан. Хүүк Данх Жонхуу 3 нийлээд дураараа гударч байсныг мартсан уу? Жонхуу дахиж сонгогдохгүй болж эдний тэмцэл ил гарсан. Ханцуй дотроо улсаа хуваагаад авчихсан байлаа. Нүүрс мүүрс…,2026-03-12 18:01:03+00:00,0,0
